problem,author_1,author_2,para1_text,para2_text
problem-1251.txt,1,2,"Google does a good job at adding some end user indication of unverified sender addresses, Outlook does not (by default) personally I categorized email by level of authentication source and tls encryption. ","Most of email clients shows ""on behalf"", ""via"" suffixes next to ""From"" email address if its domain differs from domains of Email Authentications (""Return-Path"" email's domain for SPF, ""d="" key value for DKIM, for instance). This raises questions:"
problem-1251.txt,2,2,"Most of email clients shows ""on behalf"", ""via"" suffixes next to ""From"" email address if its domain differs from domains of Email Authentications (""Return-Path"" email's domain for SPF, ""d="" key value for DKIM, for instance). This raises questions:","Gmail allows to use subdomain (for instance, foo.exmaple.com) in Email Authentication and to have top-level domain (example.com) or even another subdomain (bar.example.com) in ""From"" field without ""Via"" information. Do other client behave same way?"
problem-309.txt,1,2,Did that with the help found at that post using Microsoft's troubleshooter from here. Other answer here didn't help.,"Sorry to necro this thread, but it's the only one I've found discussing this specific issue - and I'd like to leave a trail of breadcrumbs in case anyone else experiences it in the future. "
problem-309.txt,2,2,"Sorry to necro this thread, but it's the only one I've found discussing this specific issue - and I'd like to leave a trail of breadcrumbs in case anyone else experiences it in the future. ","I had this same issue, also on a pc, also trying to get driver support for a mac keyboard. I couldn't use the Command Prompt suggestion b/c apparently there was no .msi file (I also used 7-zip to look into the .exe for an .msi to no avail) - I assume it was a botched install because this isn't a mac. I couldn't use the default Windows add/uninstall programs tool, nor the one linked in other support articles (Microsoft Program Install and Uninstall tool). I tried reinstalling bootcamp hoping to use an uninstall/repair option, but couldn't because .. this isn't a mac - it said the install wasn't compatible with my machine. I have no idea how I managed to get a partial install in the first place, but I assume that's partly why there was no .msi file. I couldn't remove the program because it was running, I couldn't shut it down, and I didn't have any of the standard uninstall options available. "
problem-309.txt,2,2,"I had this same issue, also on a pc, also trying to get driver support for a mac keyboard. I couldn't use the Command Prompt suggestion b/c apparently there was no .msi file (I also used 7-zip to look into the .exe for an .msi to no avail) - I assume it was a botched install because this isn't a mac. I couldn't use the default Windows add/uninstall programs tool, nor the one linked in other support articles (Microsoft Program Install and Uninstall tool). I tried reinstalling bootcamp hoping to use an uninstall/repair option, but couldn't because .. this isn't a mac - it said the install wasn't compatible with my machine. I have no idea how I managed to get a partial install in the first place, but I assume that's partly why there was no .msi file. I couldn't remove the program because it was running, I couldn't shut it down, and I didn't have any of the standard uninstall options available. ","What worked for me was simple, in the end: I opened task manager (ctrl+alt+del) and went to the start up tab. I disabled bootcamp from start up. Which then meant that after restarting my machine, I could go into C:\Program Files\ and delete the boot camp folder (which I couldn't do previously because it was launching at startup). No more boot camp. "
problem-686.txt,1,1,Expanding on Hardorman's answer. Even if the fan is 3-pin it may still be controlled by the GPU.,"If you have the tools (depending on the connector), pull all of the wires except for red and black, and see what the fan does. It should immediately spin up to full speed when it gets power (the PWM control line is pulled high internally on most fans). If it still spins intermittently, then the fan likely needs replacing."
problem-686.txt,1,1,"If you have the tools (depending on the connector), pull all of the wires except for red and black, and see what the fan does. It should immediately spin up to full speed when it gets power (the PWM control line is pulled high internally on most fans). If it still spins intermittently, then the fan likely needs replacing.","If it doesn't spin up at all, take the blue wire, and connect it to +12V (or 5V if it's a 5V fan) somewhere on your motherboard. This should force the fan to spin up to full speed. (if you have no clue why you should do this, I wouldn't recommend doing it)"
problem-686.txt,1,2,"If it doesn't spin up at all, take the blue wire, and connect it to +12V (or 5V if it's a 5V fan) somewhere on your motherboard. This should force the fan to spin up to full speed. (if you have no clue why you should do this, I wouldn't recommend doing it)",If the GPU fan has 3 pins it is no spin control and a signal should be supplied to it constantly (via red wire with +V positive voltage). Voltage is supplied from the video card. Using voltmeter you can check voltage between the red and black (its ground) wire. If it's wrong or missing when the fan stopped - you can supply +12 V from external source wire.
problem-686.txt,2,2,If the GPU fan has 3 pins it is no spin control and a signal should be supplied to it constantly (via red wire with +V positive voltage). Voltage is supplied from the video card. Using voltmeter you can check voltage between the red and black (its ground) wire. If it's wrong or missing when the fan stopped - you can supply +12 V from external source wire.,If it is 4 pin fan than a control signal is provided by a video card itself. In this case a control signal is provided incorrectly. Video card BIOS update may be required.
problem-686.txt,2,2,If it is 4 pin fan than a control signal is provided by a video card itself. In this case a control signal is provided incorrectly. Video card BIOS update may be required.,Also take a note in BIOS or monitoring software if it shows rotation speed for the fan correctly.
problem-686.txt,2,2,Also take a note in BIOS or monitoring software if it shows rotation speed for the fan correctly.,"Please take a note that you can power on GPU fan from any power supply - from GPU board, motherboard or PSU directly. You just need to check the correct voltage on a sticker."
problem-692.txt,1,1,"Outlook evidently has a setting somewhere that controls whether an email attachment of a given file type can be directly opened, or whether the user must go through the ""You should only open attachments from a trustworthy source"" dialog.  One of the options in this dialog is ""Always ask before opening this type of file"".  ","To un-check the ""always ask"" setting, you have to close outlook, re-open as an administrator, then attempt to open every file type that you want to change this setting for, then unset the ""always ask""... then close outlook and re-open as a normal user.  I'm trying to find a way to automate this process, but I can't seem to figure out where this setting is stored.  I would assume it's buried somewhere in the registry, but then again outlook also has a habit of storing plenty of stuff (cough autocomplete list cough) in random database files."
problem-692.txt,1,1,"To un-check the ""always ask"" setting, you have to close outlook, re-open as an administrator, then attempt to open every file type that you want to change this setting for, then unset the ""always ask""... then close outlook and re-open as a normal user.  I'm trying to find a way to automate this process, but I can't seem to figure out where this setting is stored.  I would assume it's buried somewhere in the registry, but then again outlook also has a habit of storing plenty of stuff (cough autocomplete list cough) in random database files.","Does anyone know where/how outlook stores the ""safety state"" of attachment file types?  "
problem-692.txt,1,2,"Does anyone know where/how outlook stores the ""safety state"" of attachment file types?  ","Technically speaking this prompt happens in Outlook after the: ""Enable Protected View for Outlook Attachments"" under Trust Center (from Excel or Word) is unchecked. Keep in mind that Outlook Trust Center doesn't show this option to disable/enable protected view settings, you will have to go to the Office Suite program in question. If you enable this setting you won't get the prompt back, however the protected view settings alert when you open Excel/Word will now appear. I end-up doing a fix provided on MS forum by Roady: Right Click on Outlook shortcut and running it as an Administrator and then did a Ctrl + Shift while opening the attachment, this will allow you to uncheck the box for ""Always ask before opening this type of file""."
problem-1084.txt,1,1,"This is incorrect. Broadcasts are sent by a host to all other hosts on the same subnet (PCs, phones, routers, switches, etc) at the same time. The destination MAC for a broadcast is FF:FF:FF:FF:FF:FF. If the packet was to be sent to a router or switch the destination MAC would be that of the router or switch and it would be a unicast packet as opposed to a broadcast packet.","Now having said the above, in order for a broadcast packet to reach the other devices it will need to go through at least one switch. When the switch sees the destination MAC of FF:FF:FF:FF:FF:FF it usually sends the packet out all of its interfaces which are in the same VLAN, except for the interface the packet was received on. However, when Dynamic ARP inspection is enabled the switch is able to drop the packet instead of sending it out all interfaces if it deems it to be a malicious ARP packet."
problem-1084.txt,1,2,"Now having said the above, in order for a broadcast packet to reach the other devices it will need to go through at least one switch. When the switch sees the destination MAC of FF:FF:FF:FF:FF:FF it usually sends the packet out all of its interfaces which are in the same VLAN, except for the interface the packet was received on. However, when Dynamic ARP inspection is enabled the switch is able to drop the packet instead of sending it out all interfaces if it deems it to be a malicious ARP packet.","Can you confirm that if host 1 wants to send a broadcast packet, he will send it to the router first, and the router will send it to all machines to the LAN ? "
problem-1084.txt,2,2,"Can you confirm that if host 1 wants to send a broadcast packet, he will send it to the router first, and the router will send it to all machines to the LAN ? ",I need to clarify this point in order to understand dynamic arp inspection.
problem-862.txt,1,1,"I think calling those functions work and sleep is confusing. sleep doesn't actually ""sleep"" anything, it's asking for the number of hours slept. I would change the names to something like ask_sleep_time to make it clearer what the purpose is.",sleep will also cause conflicts if you happen to do from time import sleep in the future.
problem-862.txt,1,1,sleep will also cause conflicts if you happen to do from time import sleep in the future.,And I completely agree with @Graipher's ask_time function. That is what immediately jumped into my head when I saw your sleep and work functions. They have two big problems.
problem-862.txt,1,1,And I completely agree with @Graipher's ask_time function. That is what immediately jumped into my head when I saw your sleep and work functions. They have two big problems.,"For the second point, why are the functions subtracting from time? This means that you have them doing two jobs."
problem-862.txt,1,1,"For the second point, why are the functions subtracting from time? This means that you have them doing two jobs.","In this particular case this isn't a huge deal, but it should be kept in mind. When you start writing larger, more complicated functions, you need to make sure you don't have single functions doing multiple, unrelated tasks when possible. Such functions make testing harder and code more difficult to understand."
problem-862.txt,1,1,"In this particular case this isn't a huge deal, but it should be kept in mind. When you start writing larger, more complicated functions, you need to make sure you don't have single functions doing multiple, unrelated tasks when possible. Such functions make testing harder and code more difficult to understand.","I also disagree with the name time. 1. time is the name of a standard python module. You don't want to run into conflicts with it, or allow for confusion. I think it would make more sense to have a hours_in_day = 24 variable, then do something like:"
problem-862.txt,1,2,"I also disagree with the name time. 1. time is the name of a standard python module. You don't want to run into conflicts with it, or allow for confusion. I think it would make more sense to have a hours_in_day = 24 variable, then do something like:","My implementation of the program: (Comments, explanation of changes below)."
problem-876.txt,1,1,"For a presentation I am doing, I am trying to find out if there is a Linux based open source application whitelisting service for Linux, Similar to software restriction policies in Windows since 2002. It seems there are some commercial ones (e.g. McAfee application control), but my googling has so far failed to turn up an equivalent open source one.","I know you can sort of achieve something similar with SE Linux, especially now the likes of redhat and centos come with decent policies for popular services. But it seems there is nothing that can say, ""these users can execute these programs identified by these hashes""."
problem-876.txt,1,2,"I know you can sort of achieve something similar with SE Linux, especially now the likes of redhat and centos come with decent policies for popular services. But it seems there is nothing that can say, ""these users can execute these programs identified by these hashes"".","That's not the approach that Linux world takes, as this is very difficult to maintain sanely. An updated version of appX with a different hash would require adjusting the policies, and if you have to support multiple versions for different users, this just balloons out of proportions. This is particularly tricky with any unix-based system because the OS depends so much on being able to execute a ton of small utilities, such as found in /usr/bin -- keeping track of all those hashes is just not worth the trouble. The general approach on Linux is to sandbox each process sufficiently so that it cannot do much damage even if it's malicious -- both via kernel protections and via tools such as SELinux, AppArmour, and gr_security."
problem-876.txt,2,2,"That's not the approach that Linux world takes, as this is very difficult to maintain sanely. An updated version of appX with a different hash would require adjusting the policies, and if you have to support multiple versions for different users, this just balloons out of proportions. This is particularly tricky with any unix-based system because the OS depends so much on being able to execute a ton of small utilities, such as found in /usr/bin -- keeping track of all those hashes is just not worth the trouble. The general approach on Linux is to sandbox each process sufficiently so that it cannot do much damage even if it's malicious -- both via kernel protections and via tools such as SELinux, AppArmour, and gr_security.","Under SELinux, most installed non-generic software receives its own domain type, so you can write user policies to restrict which domains users are allowed to execute. If you want an example, here's a policy that allows a user to log in, run most generic commandline tools (ls, find, etc), and execute an IRC client. But, for example, it can't start the graphical interface, send mail, or do a whole bunch of other things:"
problem-876.txt,2,2,"Under SELinux, most installed non-generic software receives its own domain type, so you can write user policies to restrict which domains users are allowed to execute. If you want an example, here's a policy that allows a user to log in, run most generic commandline tools (ls, find, etc), and execute an IRC client. But, for example, it can't start the graphical interface, send mail, or do a whole bunch of other things:","Then you just need to compile, install it, and assign to the user you want to restrict."
problem-1090.txt,1,2,"I am attempting to get Macs, running os 10.7.5 Lion, to authenticate using OpenLDAP running on Ubuntu 12.0.4 LTS. One of the things that I would love to be able to do is to use Apple's lovely Directory Utility client to physically edit entries on the LDAP server. I have set up my Root DN as cn=admin,dc=example,dc=com. However, I am unable to authenticate using the DU client to edit the entries stored in the LDAP. I tried using ""admin"" as a username, and ""cn=admin,dc=example,dc=com"" as well. Has anyone gotten this to work?","One of the services our IT team occasionally provides is connecting Mac desktops up to our Linux-hosted OpenLDAP server using a simple anonymous bind. Our OpenLDAP server doesn’t have any schema support built in for OS X, but historically we’ve gotten around that by using the RFC 2307 template support built into the LDAPv3 directory service plug-in. When we started deploying Lion, we hit a number of issues with using Directory Utility by itself to connect to OpenLDAP."
problem-1090.txt,2,2,"One of the services our IT team occasionally provides is connecting Mac desktops up to our Linux-hosted OpenLDAP server using a simple anonymous bind. Our OpenLDAP server doesn’t have any schema support built in for OS X, but historically we’ve gotten around that by using the RFC 2307 template support built into the LDAPv3 directory service plug-in. When we started deploying Lion, we hit a number of issues with using Directory Utility by itself to connect to OpenLDAP.","A lot of the problem was centered around the fact that Lion’s LDAP plug-in is now attempting to use the best SASL authentication method advertised by the LDAP server. Even if the server doesn’t require authentication, the Mac’s LDAP plug-in will still try to authenticate. What you’ll wind up with is an LDAP bind that allows lookups, but does not allow LDAP accounts to log in."
problem-1090.txt,2,2,"A lot of the problem was centered around the fact that Lion’s LDAP plug-in is now attempting to use the best SASL authentication method advertised by the LDAP server. Even if the server doesn’t require authentication, the Mac’s LDAP plug-in will still try to authenticate. What you’ll wind up with is an LDAP bind that allows lookups, but does not allow LDAP accounts to log in.","Most of the fixes I was able to find online involved going into the GUI and making some changes, then opening the relevant plist and making some more changes. Others recommended setting up the bind on one machine and then copying the relevant files from machine to machine."
problem-1090.txt,2,2,"Most of the fixes I was able to find online involved going into the GUI and making some changes, then opening the relevant plist and making some more changes. Others recommended setting up the bind on one machine and then copying the relevant files from machine to machine.","As part of making OpenLDAP work with our Macs running Lion and later, I wrote a script to automate the bind process and made it available here on GitHub. It was originally written to handle 10.6.x and 10.7.x, but I've been testing it with new OS releases and I've verified that it works (in my shop) for 10.6.x through 10.9.x."
problem-645.txt,1,1,"I had a Win7 Home edition system that would not see or be seen from other Win7 computers on my network. Each and every system connected through router to Internet with no issues. Pinging IP addresses in either direction worked consistently, BUT pinging COMPUTER-NAME in either direction would NOT work. ","Checked WORKGROUP name, DNS, router settings, Windows services. Nothing. "
problem-645.txt,1,1,"Checked WORKGROUP name, DNS, router settings, Windows services. Nothing. ","Started looking at less likely reasons I could think of: firewall ports, HOSTS files, LMHOSTS, ARP cache, malware, higher-level stack corruption, errant third-party apps, exorcism of evil spirits..."
problem-645.txt,1,1,"Started looking at less likely reasons I could think of: firewall ports, HOSTS files, LMHOSTS, ARP cache, malware, higher-level stack corruption, errant third-party apps, exorcism of evil spirits...","Driving me nuts! I used to troubleshooting for a living, now I can't get a system (with NO apparent problems) to talk to the rest of my simple network, and vice versa!  "
problem-645.txt,1,1,"Driving me nuts! I used to troubleshooting for a living, now I can't get a system (with NO apparent problems) to talk to the rest of my simple network, and vice versa!  ","NO local system communication beyond pinging IP addresses worked. So, I knew it was likely a Windows issue, more precisely, Windows-specific networking."
problem-645.txt,1,1,"NO local system communication beyond pinging IP addresses worked. So, I knew it was likely a Windows issue, more precisely, Windows-specific networking.","I finally found the problem. I had disabled HomeGroup services manually (HomeGroup doesn't work with my young kids' old XP machines, and it is nothing an advanced user would really ever need). BUT, in spite of disabling HomeGroup services, WHEN THE COMPUTER'S ADVANCED NETWORK SETTINGS FOR 'PRIVATE NETWORK' WERE LOOKED AT, 'HOMEGROUP' WAS STILL SELECTED. Deselected it, and everything worked immediately. DOH! "
problem-645.txt,1,1,"I finally found the problem. I had disabled HomeGroup services manually (HomeGroup doesn't work with my young kids' old XP machines, and it is nothing an advanced user would really ever need). BUT, in spite of disabling HomeGroup services, WHEN THE COMPUTER'S ADVANCED NETWORK SETTINGS FOR 'PRIVATE NETWORK' WERE LOOKED AT, 'HOMEGROUP' WAS STILL SELECTED. Deselected it, and everything worked immediately. DOH! ","My fault for being too techy and disabling the services directly instead of going through the dialog panel. I suspect an ""ON"" flag was still set inside the registry, even though the HomeGroup services were disabled, and this led to the older NETBIOS-type of connection from being allowed. "
problem-645.txt,1,1,"My fault for being too techy and disabling the services directly instead of going through the dialog panel. I suspect an ""ON"" flag was still set inside the registry, even though the HomeGroup services were disabled, and this led to the older NETBIOS-type of connection from being allowed. ","This parallels the old advice that, IF given a choice, ALWAYS change a registry setting via a Windows dialog panel, instead of directly through the registry. As in this instance, there are often unseen levers interacting with other components that only show up as problems later -- problems that you may not associate with a change you made earlier. (We've all been there, right?)"
problem-645.txt,1,2,"This parallels the old advice that, IF given a choice, ALWAYS change a registry setting via a Windows dialog panel, instead of directly through the registry. As in this instance, there are often unseen levers interacting with other components that only show up as problems later -- problems that you may not associate with a change you made earlier. (We've all been there, right?)","For those having issues with starting up the Workstation Service as Workstation service could not start for me, do the following... (always make sure to backup your registry before making any changes)"
problem-645.txt,2,2,"For those having issues with starting up the Workstation Service as Workstation service could not start for me, do the following... (always make sure to backup your registry before making any changes)",HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\lanmanworkstation
problem-645.txt,2,2,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\lanmanworkstation,"On the right there should be a ""DependOnService"" & ""DependOnGroup"", delete these 2 and reboot."
problem-645.txt,2,2,"On the right there should be a ""DependOnService"" & ""DependOnGroup"", delete these 2 and reboot.",URL for Ref = https://social.technet.microsoft.com/Forums/windowsserver/en-US/722499b5-dc8a-472c-a187-b49dc1a14f07/could-not-start-the-workstation-service-on-local-computer-error-1275?forum=winservergen
problem-123.txt,1,1,It does approximately what you want. You can use it like this:,"Now, you also want to exclude the host itself from the list of ip addresses. You can do this by modifying the {% for %} like this:"
problem-123.txt,1,1,"Now, you also want to exclude the host itself from the list of ip addresses. You can do this by modifying the {% for %} like this:","Instead of ansible_host, you might need to use ansible_fqdn or ansible_nodename. You must check what works for you."
problem-123.txt,1,2,"Instead of ansible_host, you might need to use ansible_fqdn or ansible_nodename. You must check what works for you.",I two groups of hosts: dc1 and dc2. Also combined to a DC group.
problem-123.txt,2,2,I two groups of hosts: dc1 and dc2. Also combined to a DC group.,I need to pass a list of IP addresses of hosts from a foreign DC to a command. with_items doesn't work here at all.
problem-123.txt,2,2,I need to pass a list of IP addresses of hosts from a foreign DC to a command. with_items doesn't work here at all.,"1. Get list of hosts in group DC excluding ones from host primary group. Not sure if that's possible at all, so the dirty way is to set a remote_dc variable (or array)."
problem-123.txt,2,2,"1. Get list of hosts in group DC excluding ones from host primary group. Not sure if that's possible at all, so the dirty way is to set a remote_dc variable (or array).",2. Let's say we have a list of hosts from p.1: groups[remote_dc]. How to use it as a key fro hostvars[ key ]['ansible_eth1']['ipv4']['address'] and get result as a list?
problem-123.txt,2,2,2. Let's say we have a list of hosts from p.1: groups[remote_dc]. How to use it as a key fro hostvars[ key ]['ansible_eth1']['ipv4']['address'] and get result as a list?,For now I had to use a very dirty way: I've created a remote_addresses list for each DC group and iterated like this:
problem-123.txt,2,2,For now I had to use a very dirty way: I've created a remote_addresses list for each DC group and iterated like this:,So is there a proper way to implement p.1 and p.2 and omit manual creation of the ip addresses list?
problem-137.txt,1,1,I was rotating my AWS X.509 certificate and private key (not to be confused with ssh private / public key pair) today and decided I wanted to set a pass-phrase on my private key to better protect it. So I did a bit of research and ran :,and entered a pass-phrase for the private key. After I attempted to use the ec2 api tools I got an error :
problem-137.txt,1,1,and entered a pass-phrase for the private key. After I attempted to use the ec2 api tools I got an error :,This became obvious when I researched the topic and found out this link ec2 api tools don't support a private key with a password
problem-137.txt,1,1,This became obvious when I researched the topic and found out this link ec2 api tools don't support a private key with a password,I'm troubled by the lack of information about this and the status-quo of having un-protected private keys with something as crucial as Amazon EC2. 
problem-137.txt,1,1,I'm troubled by the lack of information about this and the status-quo of having un-protected private keys with something as crucial as Amazon EC2. ,Any suggestions on how to better protect my private key?
problem-137.txt,1,2,Any suggestions on how to better protect my private key?,"I've been doing the same due diligence and I too am concerned that all of the client tools and documentation seems to promote bad security best practices. I response to the question ""do you really want to be reentering a pass phrase for every single command you enter?"" -- yes, or at least I'm happy to have a tool like ssh-agent enter it for me.  I don't ever want to find any of my private keys or pass phrases sitting around in plane text on my filesystem. I'm amazed that the standard response is just ""encrypt your whole filesystem"". "
problem-137.txt,2,2,"I've been doing the same due diligence and I too am concerned that all of the client tools and documentation seems to promote bad security best practices. I response to the question ""do you really want to be reentering a pass phrase for every single command you enter?"" -- yes, or at least I'm happy to have a tool like ssh-agent enter it for me.  I don't ever want to find any of my private keys or pass phrases sitting around in plane text on my filesystem. I'm amazed that the standard response is just ""encrypt your whole filesystem"". ","Even if I mount and encrypt just an .ec2 directory and stash everything in there, I still have to be careful not to follow the documentation which suggests setting my secret key as an environment variable in my bash_profile script.  So maybe I just put it in a script on my .ec2 directory and pass it in on the command line -- oh wait, now my password is sitting in my history (I still can't believe os x isn't nice enough to skip storing lines that I prefix with a space).  So really I need to encrypt my entire user directory just to be safe. And why exactly is it that the asymmetric process of using x.509 certs is being deprecated and replaced with the ""secret key"" authentication process? At least the former allows me to store the private key in a file -- the latter requires me to pass it in as an argument (the value of which gets plastered all over my history and scripts)."
problem-137.txt,2,2,"Even if I mount and encrypt just an .ec2 directory and stash everything in there, I still have to be careful not to follow the documentation which suggests setting my secret key as an environment variable in my bash_profile script.  So maybe I just put it in a script on my .ec2 directory and pass it in on the command line -- oh wait, now my password is sitting in my history (I still can't believe os x isn't nice enough to skip storing lines that I prefix with a space).  So really I need to encrypt my entire user directory just to be safe. And why exactly is it that the asymmetric process of using x.509 certs is being deprecated and replaced with the ""secret key"" authentication process? At least the former allows me to store the private key in a file -- the latter requires me to pass it in as an argument (the value of which gets plastered all over my history and scripts).","The problem is that there are all these great security protocols, but nobody wants to take the time to understand them.  Instead they just want to get things to work -- as a result they blindly follow some step by step documentation that was written by somebody who blindly followed somebody else's step by step documentation. Nobody questions any of this because they don't understand it and they just want it to work. The result is the proliferation of really bad security practices.   "
problem-889.txt,1,1,"There are ways to load images without premultiplication in Android as suggested in this thread. It's also possible to do that without any additional memory penalty at least by doing it completely on the native side, but I don't go to the details here.","If you can use premultiplied alpha and it doesn't e.g. make your content pipeline harder, you should. It solves among some other issues bleeding of neighbour texels when using bilinear filtering for translucent images."
problem-889.txt,1,1,"If you can use premultiplied alpha and it doesn't e.g. make your content pipeline harder, you should. It solves among some other issues bleeding of neighbour texels when using bilinear filtering for translucent images.","Premultiplied alpha just means that all input color values are already multiplied with the alpha value. Normal alpha blending then requires different blend function. Instead of SRC_ALPHA,1-SRC_ALPHA you need to use 1,1-SRC_ALPHA as you have already tried. What you were missing was taking premultiplied alpha into account in the shader. Since you are multiplying your texture alpha with another value, you have to do the same for texture color channels as well. Thus"
problem-889.txt,1,1,"Premultiplied alpha just means that all input color values are already multiplied with the alpha value. Normal alpha blending then requires different blend function. Instead of SRC_ALPHA,1-SRC_ALPHA you need to use 1,1-SRC_ALPHA as you have already tried. What you were missing was taking premultiplied alpha into account in the shader. Since you are multiplying your texture alpha with another value, you have to do the same for texture color channels as well. Thus",This should be enough to make your fading work correctly.
problem-889.txt,1,2,This should be enough to make your fading work correctly.,"I remember there was a way to do so, but I would like to suggest you use premultiplied alpha for transparencies, as it is much better than non-premultiplied."
problem-889.txt,2,2,"I remember there was a way to do so, but I would like to suggest you use premultiplied alpha for transparencies, as it is much better than non-premultiplied.","It only makes sense to load without premultiplication when your alpha values mean something different than transparency, but that doesn't seem to be your case."
problem-889.txt,2,2,"It only makes sense to load without premultiplication when your alpha values mean something different than transparency, but that doesn't seem to be your case.","There's a more thorough explanation of why premultiplied is better in here. But for the time being, to have your code work with premultiplied alpha, you simply have to stop mutliplying by alpha when blending. This means that instead of"
problem-651.txt,1,2,That temperature shouldn't be a problem. Just watch out for humidity. Especially when you remove it from the cold environment and put it in the warm one. Water vapor in the warm air will condensate on the pi. And water and electricity don't mix. Leaving it unplugged while it get up to temperature prevents any damage from happening.,"All electronic components used in the Raspberry Pi will at least be specified for the common ""commercial"" temperature range (0°C to 85°C). (I don't know much about the manufacturer's supply chain, but it is virtually impossible to buy even average quality parts that are not specified to withstand that range.)  "
problem-651.txt,2,2,"All electronic components used in the Raspberry Pi will at least be specified for the common ""commercial"" temperature range (0°C to 85°C). (I don't know much about the manufacturer's supply chain, but it is virtually impossible to buy even average quality parts that are not specified to withstand that range.)  ","Some components, e.g. electrolytic capacitors, will have a decreased life expectancy when they're constantly operated at temperatures near the (mostly upper) limits of their specification, but 15°C is temperate enough not to have any noticeable effects."
problem-651.txt,2,2,"Some components, e.g. electrolytic capacitors, will have a decreased life expectancy when they're constantly operated at temperatures near the (mostly upper) limits of their specification, but 15°C is temperate enough not to have any noticeable effects.",Note: This goes for the Raspberry Pi itself. Cheap power supplies might and any type of batteries will suffer from reduced efficiency at 15°C.
problem-679.txt,1,1,You can also look into using vLite to build your own installation DVD. Although it is not offically listing Windows 7 it does support it if you use the above mentioned AIK for Windows 7.,The installers for both Windows 7 and Vista are fairly much the same as far as configuration is concerned.
problem-679.txt,1,2,The installers for both Windows 7 and Vista are fairly much the same as far as configuration is concerned.,"Windows 7 should be released to MSDN next week so it will be time to rebuild my machines. I use my C drive purely as a system volume, D and E for transient data and my F drive for my user accounts and ""permanent"" data. It still annoys me that the windows set-up process doesn't make it easy to support this sort of configuration, however I know that if you have a USB key with the appropriate ini file you can configure things."
problem-679.txt,2,2,"Windows 7 should be released to MSDN next week so it will be time to rebuild my machines. I use my C drive purely as a system volume, D and E for transient data and my F drive for my user accounts and ""permanent"" data. It still annoys me that the windows set-up process doesn't make it easy to support this sort of configuration, however I know that if you have a USB key with the appropriate ini file you can configure things.",My problem here is that I've not found a good source on how to set the values of the ini file. I know that there is a utility for creating the files but even this too is poorly documented and not very intuitive. 
problem-679.txt,2,2,My problem here is that I've not found a good source on how to set the values of the ini file. I know that there is a utility for creating the files but even this too is poorly documented and not very intuitive. ,"I simply want to enter my product key, set my culture and specify the location for the user profiles. The documentation on specifying the location is particularily poor. When I'm doing a clean install there is no concept of C, D, E or F drives so how do I identify which physical device I wish to use."
problem-679.txt,2,2,"I simply want to enter my product key, set my culture and specify the location for the user profiles. The documentation on specifying the location is particularily poor. When I'm doing a clean install there is no concept of C, D, E or F drives so how do I identify which physical device I wish to use.",Any help or links to good resources would be appreciated.
problem-1047.txt,1,1,"I have a Ruckus 7363 AP that is connected and managed through a Ruckus Zone Director. I have a total of 4 Access Points with 3/4 working fine. The one that is not working fine is in a geographically different location, but this should not be an issue. ","I am using VLAN 204 for this configuration and have configured the router as both the DHCP server and the VLAN gateway (using SVI). The port on the switch was previously configured as an access port. I was able to plug in my laptop or the ruckus and both were provided DHCP addresses. When I tried to connect a wireless client to the Ruckus AP, it would be given an APIPA address. I have since changed the port on the switch to be a trunk port as per recommendations and I am still receiving the same results. "
problem-1047.txt,1,1,"I am using VLAN 204 for this configuration and have configured the router as both the DHCP server and the VLAN gateway (using SVI). The port on the switch was previously configured as an access port. I was able to plug in my laptop or the ruckus and both were provided DHCP addresses. When I tried to connect a wireless client to the Ruckus AP, it would be given an APIPA address. I have since changed the port on the switch to be a trunk port as per recommendations and I am still receiving the same results. ",I can confirm that the DHCP server on the switch is NOT receiving DHCP requests in this method but that it WAS receiving them when my laptop was plugged in to the port. This leads me to believe the issue is isolated to the Ruckus WAP. 
problem-1047.txt,1,1,I can confirm that the DHCP server on the switch is NOT receiving DHCP requests in this method but that it WAS receiving them when my laptop was plugged in to the port. This leads me to believe the issue is isolated to the Ruckus WAP. ,"I am really at a loss as to what step to take next. I have scoured the Ruckus forums and found a few commands (such as disabling directed dhcp) that didn't work for me. I have tested connecting with Android, Blackberry and Windows clients with no success. I have also confirmed that the VLAN tag is the same through each step."
problem-1047.txt,1,1,"I am really at a loss as to what step to take next. I have scoured the Ruckus forums and found a few commands (such as disabling directed dhcp) that didn't work for me. I have tested connecting with Android, Blackberry and Windows clients with no success. I have also confirmed that the VLAN tag is the same through each step.",I am simply trying to have DHCP work for clients that connect through the wireless access point and it is proving to be more difficult than anticipated. 
problem-1047.txt,1,1,I am simply trying to have DHCP work for clients that connect through the wireless access point and it is proving to be more difficult than anticipated. ,"The issue was to do with VLAN tagging. While I was tagging on the correct VLAN, the WAP didn't respond well to this. After a support call with Ruckus we decided to untag the VLAN on the WLAN the WAP provides. By setting the Access VLAN to 1 it makes no attempt to tag the traffic. Since the port to the Ruckus is already trunked to a specific VLAN this is fine for our network. "
